Title	Subtitle	Description	Version	Official Type	Full Example
ContainerImage	Bioschemas specification describing a ContainerImage (e.g., Docker, Singularity) used in Scientific Compute	This Container profile specification presents a representation of a Container such as Docker or Singularity that is used in scientific compute.	0.0.1	http://purl.obolibrary.org/obo/SO_0000704	https://github.com/openschemas/spec-container
